GLOBALEVENTID,SQLDATE,MONTHYEAR,YEAR,FractionDate,Actor1Name,Actor1CountryCode,Actor1Type1Code,Actor2CountryCode,Actor2Type1Code,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,ActionGeo_CountryCode,ActionGeo_FullName,ActionGeo_ADM1Code,ActionGeo_Lat,ActionGeo_Long,IsRootEvent,SOURCEURL
125276751,20250429,202504,2025,2025.3260273972603,BENIN ARMY,GB,OPP,ZA,CVL,01,12,03,4,-3.2,55,1,6,-6.01,BC,"Cotonou, Littoral, Benin",BC12,6.3454,2.3703,0,https://www.reuters.com/world/africa/benin/9948
454990067,20250429,202504,2025,2025.3260273972603,BENIN GOVERNMENT,CI,NGO,NE,CVL,02,02,05,4,-3.5,38,4,27,-5.77,BC,"Cotonou, Littoral, Benin",BC12,6.3535,2.4129,0,https://www.24haubenin.info/9330
604533246,20250429,202504,2025,2025.3260273972603,BENIN GOVERNMENT,US,MIL,CN,CVL,05,13,17,2,-1.9,45,14,12,-1.38,BC,"Porto-Novo, Oueme, Benin",BC09,6.4992,2.6506,1,https://www.rfi.fr/fr/afrique/benin/1719
159348608,20250429,202504,2025,2025.3260273972603,BENIN GOVERNMENT,US,MED,MA,OPP,01,05,01,4,-2.0,19,14,37,-0.91,BC,"Cotonou, Littoral, Benin",BC12,6.3818,2.4371,1,https://www.fraternite.bj/2418
713544790,20250429,202504,2025,2025.3260273972603,PATRICE TALON,FR,MIL,BR,CVL,03,01,01,1,-0.7,38,14,8,-0.31,BC,"Porto-Novo, Oueme, Benin",BC09,6.49,2.6192,0,https://www.fraternite.bj/9641
457319159,20250429,202504,2025,2025.3260273972603,UNITED NATIONS,FR,MIL,MA,OPP,04,14,03,2,-4.7,9,12,14,-5.51,BC,"Kandi, Alibori, Benin",BC01,11.1264,2.8933,1,https://www.fraternite.bj/4517
170484683,20250429,202504,2025,2025.3260273972603,BENIN ARMY,CA,CVL,TG,OPP,01,04,07,1,-0.6,15,1,23,-1.18,BC,"Cotonou, Littoral, Benin",BC12,6.3134,2.4383,0,https://www.24haubenin.info/4371
200003025,20250429,202504,2025,2025.3260273972603,UNITED NATIONS,NG,OPP,US,BUS,05,01,02,3,-5.0,26,9,3,-2.63,BC,"Cotonou, Littoral, Benin",BC12,6.3812,2.4316,1,https://apnews.com/hub/benin4279
685050990,20250429,202504,2025,2025.3260273972603,BENIN POLICE,US,MIL,CM,GOV,10,03,07,4,1.4,16,2,25,-3.69,BC,"Cotonou, Littoral, Benin",BC12,6.3441,2.4443,1,https://www.reuters.com/world/africa/benin/7528
892414402,20250429,202504,2025,2025.3260273972603,BENIN GOVERNMENT,FR,GOV,DE,BUS,07,04,10,3,1.3,11,9,27,-0.44,BC,"Cotonou, Littoral, Benin",BC12,6.3874,2.4108,1,https://apnews.com/hub/benin2855
939677925,20250429,202504,2025,2025.3260273972603,BENIN GOVERNMENT,US,GOV,DE,BUS,01,07,01,2,-1.2,16,14,25,-11.21,BC,"Abomey-Calavi, Atlantique, Benin",BC03,6.4885,2.3055,0,https://www.rfi.fr/fr/afrique/benin/3100
413389463,20250429,202504,2025,2025.3260273972603,BENIN CITIZENS,GB,GOV,DE,CVL,04,03,10,4,-5.7,16,14,13,-3.85,BC,"Parakou, Borgou, Benin",BC06,9.3314,2.644,1,https://www.reuters.com/world/africa/benin/3080
329215531,20250429,202504,2025,2025.3260273972603,BENIN ARMY,US,GOV,BC,NGO,02,11,02,1,-0.1,20,5,38,-3.94,BC,"Bohicon, Zou, Benin",BC11,7.1473,2.0657,0,https://www.fraternite.bj/8544
771068212,20250429,202504,2025,2025.3260273972603,PATRICE TALON,US,OPP,BC,GOV,01,20,17,4,-4.3,52,9,11,-7.21,BC,"Abomey-Calavi, Atlantique, Benin",BC03,6.4485,2.3978,1,https://www.voaafrique.com/benin/9728
482069998,20250429,202504,2025,2025.3260273972603,ECOWAS,RU,MIL,MA,OPP,10,02,07,1,-1.1,12,6,26,-2.73,BC,"Porto-Novo, Oueme, Benin",BC09,6.5075,2.6289,1,https://www.bbc.com/afrique/region/8132
802453848,20250430,202504,2025,2025.3287671232877,BENIN GOVERNMENT,GB,CVL,NE,MIL,12,01,12,2,-1.7,54,6,20,-1.03,BC,"Bohicon, Zou, Benin",BC11,7.1685,2.0646,1,https://www.24haubenin.info/7267
844614717,20250430,202504,2025,2025.3287671232877,BENIN ARMY,FR,OPP,CI,CVL,02,11,01,1,8.0,9,1,16,10.0,BC,"Cotonou, Littoral, Benin",BC12,6.3481,2.4315,1,https://www.reuters.com/world/africa/benin/5815
676338731,20250430,202504,2025,2025.3287671232877,BENIN GOVERNMENT,TG,GOV,US,MIL,02,04,01,2,-5.5,29,14,39,-10.55,BC,"Cotonou, Littoral, Benin",BC12,6.3819,2.4011,1,https://www.reuters.com/world/africa/benin/5394
524182765,20250430,202504,2025,2025.3287671232877,PATRICE TALON,FR,MIL,BC,CVL,03,05,06,2,-10.0,59,7,12,-12.48,BC,"Cotonou, Littoral, Benin",BC12,6.3799,2.3996,1,https://www.24haubenin.info/7733
881853737,20250430,202504,2025,2025.3287671232877,BENIN POLICE,US,CVL,TG,OPP,07,06,02,3,-4.4,10,14,35,-4.33,BC,"Natitingou, Atacora, Benin",BC02,10.2926,1.3781,0,https://www.rfi.fr/fr/afrique/benin/8178
557631190,20250430,202504,2025,2025.3287671232877,BENIN ARMY,US,OPP,BC,GOV,18,03,11,3,-7.2,55,13,2,-9.44,BC,"Porto-Novo, Oueme, Benin",BC09,6.4474,2.6004,1,https://www.rfi.fr/fr/afrique/benin/5799
268019154,20250430,202504,2025,2025.3287671232877,BENIN ARMY,CI,MIL,GH,CVL,06,13,01,3,-3.7,2,3,7,-1.99,BC,"Cotonou, Littoral, Benin",BC12,6.3787,2.4121,1,https://www.24haubenin.info/5839
199229892,20250430,202504,2025,2025.3287671232877,BENIN CITIZENS,FR,MIL,CN,MIL,20,12,04,1,-5.7,2,3,12,-6.6,BC,"Porto-Novo, Oueme, Benin",BC09,6.474,2.6862,1,https://www.bbc.com/afrique/region/5232
167618875,20250430,202504,2025,2025.3287671232877,BENIN GOVERNMENT,GB,CVL,MA,NGO,03,12,10,1,-4.4,10,12,36,-2.34,BC,"Cotonou, Littoral, Benin",BC12,6.3714,2.4503,1,https://www.bbc.com/afrique/region/6970
510451636,20250430,202504,2025,2025.3287671232877,BENIN POLICE,GB,CVL,BC,CVL,01,03,07,1,-4.9,20,7,22,-6.19,BC,"Abomey-Calavi, Atlantique, Benin",BC03,6.4535,2.3652,1,https://www.rfi.fr/fr/afrique/benin/8280
630950341,20250430,202504,2025,2025.3287671232877,BENIN OPPOSITION,US,CVL,TG,MED,06,11,07,1,2.2,21,14,27,1.87,BC,"Porto-Novo, Oueme, Benin",BC09,6.4403,2.6746,0,https://www.24haubenin.info/4233
580612881,20250430,202504,2025,2025.3287671232877,BENIN ARMY,NG,OPP,NE,CVL,03,07,06,1,-1.4,52,10,9,-5.47,BC,"Porto-Novo, Oueme, Benin",BC09,6.4994,2.6033,1,https://www.voaafrique.com/benin/8118
434820183,20250430,202504,2025,2025.3287671232877,FRANCE EMBASSY,NG,MIL,BR,GOV,11,01,02,2,2.6,3,14,37,6.36,BC,"Cotonou, Littoral, Benin",BC12,6.3804,2.4937,0,https://www.voaafrique.com/benin/1799
570704719,20250430,202504,2025,2025.3287671232877,BENIN POLICE,CA,CVL,RU,GOV,03,03,18,2,-1.1,11,12,35,-7.45,BC,"Abomey-Calavi, Atlantique, Benin",BC03,6.4681,2.3422,1,https://www.rfi.fr/fr/afrique/benin/6541
929709047,20250430,202504,2025,2025.3287671232877,BENIN GOVERNMENT,CI,BUS,DE,BUS,05,04,05,2,2.1,18,12,17,-1.98,BC,"Cotonou, Littoral, Benin",BC12,6.3685,2.4791,0,https://apnews.com/hub/benin5783
211076352,20250430,202504,2025,2025.3287671232877,BENIN CITIZENS,US,GOV,GH,GOV,04,12,01,1,-2.3,29,1,19,-7.57,BC,"Cotonou, Littoral, Benin",BC12,6.3057,2.479,1,https://www.fraternite.bj/6463
347639298,20250430,202504,2025,2025.3287671232877,BENIN GOVERNMENT,DE,BUS,TG,OPP,10,03,01,3,4.4,25,3,15,4.41,BC,"Cotonou, Littoral, Benin",BC12,6.4033,2.3664,1,https://apnews.com/hub/benin2423
939665624,20250430,202504,2025,2025.3287671232877,BENIN ARMY,NG,GOV,GB,CVL,13,05,03,3,0.4,32,14,31,0.48,BC,"Lokossa, Mono, Benin",BC07,6.6563,1.762,1,https://apnews.com/hub/benin9821
876970716,20250430,202504,2025,2025.3287671232877,ECOWAS,FR,GOV,CM,GOV,02,13,10,3,-3.9,33,6,29,-8.3,BC,"Ouidah, Atlantique, Benin",BC03,6.3169,2.0755,1,https://www.reuters.com/world/africa/benin/1044
480251710,20250430,202504,2025,2025.3287671232877,BENIN POLICE,FR,CVL,NE,GOV,20,11,01,1,1.0,16,4,29,2.26,BC,"Abomey-Calavi, Atlantique, Benin",BC03,6.4254,2.339,1,https://www.reuters.com/world/africa/benin/8742
330410224,20250430,202504,2025,2025.3287671232877,BENIN POLICE,GB,MIL,BC,CVL,07,03,02,1,-1.1,50,2,38,-4.48,BC,"Cotonou, Littoral, Benin",BC12,6.3719,2.4347,1,https://www.fraternite.bj/2443
849964844,20250430,202504,2025,2025.3287671232877,UNITED NATIONS,FR,MED,MA,OPP,11,02,02,1,-1.9,41,12,23,-1.87,BC,"Djougou, Donga, Benin",BC04,9.7294,1.6348,1,https://www.reuters.com/world/africa/benin/1419
847582304,20250430,202504,2025,2025.3287671232877,UNITED NATIONS,CN,MIL,GH,GOV,01,11,02,1,-0.9,15,9,13,-0.32,BC,"Bohicon, Zou, Benin",BC11,7.1634,2.0811,0,https://www.matin-libre.bj/4322
440057704,20250430,202504,2025,2025.3287671232877,BENIN POLICE,FR,CVL,FR,CVL,03,03,14,3,1.4,7,11,8,-1.09,BC,"Abomey-Calavi, Atlantique, Benin",BC03,6.4738,2.3278,1,https://apnews.com/hub/benin3277
557205191,20250430,202504,2025,2025.3287671232877,BENIN POLICE,US,GOV,BC,GOV,20,05,14,4,-8.6,39,11,36,-5.66,BC,"Porto-Novo, Oueme, Benin",BC09,6.4432,2.6333,1,https://www.matin-libre.bj/1244
656424267,20250430,202504,2025,2025.3287671232877,PATRICE TALON,GB,MIL,US,CVL,04,02,03,1,-2.4,58,5,6,-3.87,BC,"Cotonou, Littoral, Benin",BC12,6.3337,2.4591,1,https://www.matin-libre.bj/2902
